Title,Location,Price,Images,Meta Data,Feature,Description,URL
01711|01712|01713 GP Vip Sim Card,"Posted on 03 Oct 6:28 pm, Motijheel, Dhaka",Tk 998,['017110171201713-gp-vip-sim-card-for-sale-dhaka-4@afb314e1-b701-487a-b152-f5550eb295b6'],{'Condition:': 'New'},,"Number  Price  Starting From 999/- 
All Number are not Same Price 
Please Call Us For Number  Price
Please  Call Our Hotline  or Whtasapp For Number Price and More Details 
01711 58Y 444 ⇛ Call For Price 
01711 X55599 ⇛ Call For Price 
0178XY 77777  ⇛ Call For Price
01711 51 X1 YY  ⇛ Call For Price 
01711 51 77 X7  ⇛ Call For Price 
017 11 9X 84 84  ⇛ Call For Price 
0171111 XY AX   ⇛ Call For Price 
0171111 XX YY ⇛ Call For Price 
01711111 XZA ⇛ Call For Price 
01711 311 X22 ⇛ Call For Price 
017117X 1234 ⇛ Call For Price 
01711 333 X77⇛ Call For Price 
01711 33 XY 77 ⇛ Call For Price 
017 1111 XY 1X ⇛ Call For Price 
01711 35 3X  34  ⇛ Call For Price 
01711 28 0X 28  ⇛ Call For Price 
01711 XY 12 12   ⇛ Call For Price 
01711 3X 18 18 ⇛ Call For Price 
017 66 XXXX 66 ⇛ Call For Price 
017 600 600 6X   ⇛ Call For Price 
017  44 X88 088 ⇛ Call For Price 
017 20 50 80 X0⇛ Call For Price 
017XY 712 712  ⇛ Call For Price 
017 44 222 X11⇛ Call For Price 
017 57 57  5X 5X⇛ Call For Price 
01718 X 64446 ⇛ Call For Price 
017 44 222 X11 ⇛ Call For Price 
01777 000 77X  ⇛ Call For Price 
0178999 899X   ⇛ Call For Price 
0171222 95 X5 =Call For Price 
01712 7X 45 45 =Call For Price 
0171222 66 X0 =Call For Price 
01712 85 3Y 85 =Call for Price 
01712345 XAZ =Call For Price 
01712 84X 333 =Call  For Price 
01712 60006 X=Call For Price 
01712 7Y 45 45 =Call For Pric3 
01712 89 51 0Y =Call For Price 
01712 89 Y0 13 =Call For Price 
01712 89 05 Y6 =Call For Price 
01712 89 01 Y3 =Call For Price 
01712 89 0X 14 =Call For Price 
01713 000 XZA =Call For Price 
01713 000 CSA =Call For Price 
01713 81Y 111 =Call For Price 
01713 56X 333 =Call For Price 
01713 87 555Y =Call For Price 
01713 73 XX 20 =Call For Price 
01713 66 8X 89 =Call For Price 
0171337 XC VX =Call For Price 
0171333 1X77 =Call For Price 
0171333 22 XY =Call For Price 
0171000 65 X5 =Call For Price 
0171000 77 X6 =Call For Price 
01710 10010 X=Call For Price 
01710001X60 =Call For Price 
0171020 79 1X =Call For Price 
01710 20 489X =Call For Price 
017 16 16 4X 16 =Call For Price 
01716 11144X =Call For Price 
01716 1X 79 79 =Call For Price 
017166 5X 333 =Call For Price  
01718 X 64446 =Call For Price 
01718 000 4X1=Call For Price 
017 95 788 X88 =Call For Price 
01713 73Y999 =Call For Price 
01713 9933Y8 =Call For Price 
01713 8Y8389 =Call For Price 
01713 8484Y1 =Call For Price 
01712 89 69 X9 =Call For Price 
01710 282Y29 =Call For Price 
017700011Y3 =Call For Price 
01713 8999Y8 =Call For Price 
01715 3Y3738 =Call For Price 
01710 202Y26 =Call For Price 
01712 95550Y =Call For Price 
01710 6090Y9 =Call For Price 
017 58 58505Y =Call For Price 
01713 8Y6663 =Call For Price 
01713 934Y93 =Call For Price 
01710 2Y4499 =Call For  Price 
01717 56 5X 59⇛ Call For Price 
01717 07 0X 07 ⇛ Call For Price 
01717 9X 11 99 ⇛ Call For Price 
01717 333 Y49 =Call For Price 
01710 Y56665 =Call For Price 
017997 997 Y7 =Call For Price 
017 447 447 Y1 =Call For Price 
01713 7399Y4 =Call For Price 
01713 56Y379 =Call For Price 
01713 788 7Y1 =Call For Price 
01713 66 8Y89 =Call For Price 
017766633 Y4 =Call For Price 
01712 999 3Y4 =Call For Price 
01710 669 66Y =Call For Price 
01713 761 Y61 =Call For Price  
017 37 37 07 Y7 =Call For Price 
017 699Y0909 =Call For Price 
017444 8484 =Call For Price 
017 24 24 2Y 26  =Call For Price 
01713 64446Y =Call For Price 
01713 713 63Y =Call For Price 
01713 666 79Y =Call For Price 
01712 999 2Y9 =Call For Price 
01713 66 Y1 99 =Call For Price 
0171000 8Y 93 =Call For Price 
01712 712 1Y8 =Call For Price 
0171234 Y307 =Call For Price 
01712 777 Y66 =Call For Price 
017 345678 Y 8 =Call For Price 
01713 88Y 222 =Call For Price 
01713 866 Y33 =Call For Price 
01713 713 Y36 =Call For Price 
01712 1Y  11 33 =Call For Price 
01712 677 X22 =Call For Price 
01712 866 X00 =Call For Price 
01717 07 0Y 07=Call For Price 
017711777 AB=Call For Price 
0178999 899Y =Call For Price 
03 ঘন্টার মধ্যে হোম এবং অফিস ডেলিভারী (শুধুমাত্র ঢাকা সিটি)। CHARGE APPLY 
*** প্রতিটি সিম কার্ড নিজ নামে রেজিস্ট্রেশন করে দেয়া হবে ***  
▶ আঙ্গুলের ছাপ সহ নিবন্ধন - 
✭✭ রেজিষ্ট্রেশনের জন্য যা লাগবেঃ 
▶ জাতীয় পরিচয়পত্র/NID 
বায়োমেট্রিক পদ্ধতিতে সিম নিবন্ধন বাধ্যতামূলক
রেজিস্ট্রেশনবিহীন কোন সিম বিক্রি করা হয় না। 
♥ Note ♥ লিস্টের বাইরে কোন নম্বর নেই ও মেনেজ করে দেয়া হয় না।",
Huawei Mate 10 Pro (6/128GB) Full Box (Used),"Posted on 18 Oct 8:22 pm, Mirpur, Dhaka","Tk 17,000","['huawei-mate-10-pro-6-128gb-full-box-used-for-sale-dhaka@cb28ca03-9af3-404d-8232-7f0ba527929e', 'huawei-mate-10-pro-6-128gb-full-box-used-for-sale-dhaka@beb4b652-c76c-4c4a-8cef-f285fb80a662', 'huawei-mate-10-pro-6-128gb-full-box-used-for-sale-dhaka@64414a5c-cdfa-4289-9efc-ffb7e94a3308', 'huawei-mate-10-pro-6-128gb-full-box-used-for-sale-dhaka@a3b51fb6-ff4c-4fa9-a09d-f5faf833a2b1', 'huawei-mate-10-pro-6-128gb-full-box-used-for-sale-dhaka@cb1f6083-3f07-47e5-9bde-e740f93ac036']","{'Condition:': 'Used', 'Brand:': 'Huawei', 'Model:': 'Mate 10 Pro', 'Edition:': '(6/128GB) Full Box', 'Authenticity:': 'Original'}",,"About 1yr used.
Sathe imei matching box and charger ase.
Fresh Condition. 
Full body poly kora.
Kirin 970 Processor.
Fast Fingerprint and face unlock. 
IP67 dust/water resistant (up to 1m for 30 mins)
6/128GB
Nite hole amr location e ashte hbe.
Price almost fxd.
Sell or exchange.",
Xiaomi Redmi Note 10 (Used),"Posted on 18 Oct 8:21 pm, Mirpur, Dhaka","Tk 13,000","['xiaomi-redmi-note-10-used-for-sale-dhaka-1535@2e06aedc-ef2c-4ecf-afd2-79aab8d66dc4', 'xiaomi-redmi-note-10-used-for-sale-dhaka-1535@294c47fc-e032-4024-9c7a-dd5272891d90']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi Note 10', 'Authenticity:': 'Original'}",,ফোন্টা আমি নিজেই বেবোহার করে সি৷ এক কথায় ফোন টা অনেক ভালো পাবেন,
OPPO Reno5 Fresh (Used),"Posted on 18 Oct 8:21 pm, Phulpur, Mymensingh","Tk 17,500","['oppo-reno5-fresh-used-for-sale-mymensingh@7da2ecc4-895f-4b85-9292-89bcb61fcf0b', 'oppo-reno5-fresh-used-for-sale-mymensingh@56019dfb-8334-4319-8d91-7016019d1f7b', 'oppo-reno5-fresh-used-for-sale-mymensingh@e80fb2d9-7f0b-426d-8f60-30e881944a45', 'oppo-reno5-fresh-used-for-sale-mymensingh@99e5f556-25e9-4d17-9c94-b86a868db63f', 'oppo-reno5-fresh-used-for-sale-mymensingh@7dc93d86-02c7-465d-830d-348c0cbdfd4d']","{'Condition:': 'Used', 'Brand:': 'OPPO', 'Model:': 'Reno5', 'Edition:': 'Fresh', 'Authenticity:': 'Original'}",,"Oppo 5 8+5/128(Full Box)
Snapdragon - 720G 8nm
50W superwoc charger 30 minit full charge
আগে ভালো করে পড়ুন
ফোনে সামনে গ্লাস একটু ফাটা কাজ করতে বা চালাতে কোন প্রকার প্রবলেম হয় না সারাদিন চালিয়ে নিবেন যদি কোন প্রকার প্রবলেম দেখাতে পারেন ফোন এমনিতেই দিয়া দিব তাছাড়া ফোনে বিন্দু পরিমাণ প্রবলেম নেই ফুল বক্স চার্জার ক্যাশ মেমো সব আছে (কেউ চাইলে এক্সচেঞ্জ করতে পারবেন সাথে টাকা এড করবো ভালো ফোন হলে)
নক দিন",
OPPO A53 4/64 (Used),"Posted on 18 Oct 8:21 pm, Jahaj Company More, Rangpur","Tk 9,500","['oppo-a53-4-64-used-for-sale-rangpur@8aaff612-0ff6-45e5-a9f5-fcf85edf1e94', 'oppo-a53-4-64-used-for-sale-rangpur@087df7c1-4236-447c-ac4d-0adba3539b84', 'oppo-a53-4-64-used-for-sale-rangpur@b6f2b05d-1a24-4537-b1bf-75de99ff876c', 'oppo-a53-4-64-used-for-sale-rangpur@d4b86583-2625-4366-804b-1ae81a099c47']","{'Condition:': 'Used', 'Brand:': 'OPPO', 'Model:': 'A53', 'Edition:': '4/64', 'Authenticity:': 'Original'}",,"Phn er jest aktu plm ache.  
display said e vangge gese..  
.besi kom korbo na.. Fix prices .",
Apple iPhone 13 no problem (Used),"Posted on 18 Oct 8:21 pm, Dhanmondi, Dhaka","Tk 78,000","['apple-iphone-13-no-problem-used-for-sale-dhaka@243741b5-c99f-44d1-b689-4918bb9e2355', 'apple-iphone-13-no-problem-used-for-sale-dhaka@422641f8-364c-4e44-8070-41f222f1a8a0', 'apple-iphone-13-no-problem-used-for-sale-dhaka@35c67765-c0ac-4ffa-8e5d-27b9a161068c', 'apple-iphone-13-no-problem-used-for-sale-dhaka@c79b23d5-a1f2-4bb9-8d53-1f6954fcb7db']","{'Condition:': 'Used', 'Brand:': 'Apple', 'Model:': 'iPhone 13', 'Edition:': 'no problem', 'Authenticity:': 'Original'}",,"iPhone 13 
256 gb 
USA variant 
No dent full fresh 
Still international warranty till November 
Purchase receipt ache agr ta 
Still international warranty  till November 2022
Bettery health 88% sudden update er jonno kome giachilo ) 
Colour : Pink 
 Asking 78000 ((not fixed little bit komano jabe ))
But dont say any bad price and if you don’t like this 
Post ignore it ..
Selling reason 14 nibe amar bon ..
Sate girls dr cover deya hobe 3 tah ..",
Vivo Y51 . (Used),"Posted on 18 Oct 8:20 pm, Tangail, Dhaka Division","Tk 13,500","['vivo-y51-used-for-sale-dhaka-division-133@5b20c4a4-5ada-470c-bfe7-a444271bac7a', 'vivo-y51-used-for-sale-dhaka-division-133@7a744443-6c1f-403d-b62a-5696dece7343', 'vivo-y51-used-for-sale-dhaka-division-133@13b4b615-4237-485c-8b07-e8e72a7b409d', 'vivo-y51-used-for-sale-dhaka-division-133@64c18f73-2b28-4735-a967-99823e881fb4']","{'Condition:': 'Used', 'Brand:': 'Vivo', 'Model:': 'Y51', 'Edition:': '.', 'Authenticity:': 'Original'}",,vivo y51 ram 8 gb rom 128 valo kono problem  nei arame babhar karben,
OPPO Find 5 4/64 (Used),"Posted on 18 Oct 8:20 pm, Savar, Dhaka","Tk 9,500","['oppo-find-5-4-64-used-for-sale-dhaka-37@c9cbc011-5da3-46ed-a003-e97a8476c532', 'oppo-find-5-4-64-used-for-sale-dhaka-37@8ce85c76-80c7-40c3-b093-702e68013381', 'oppo-find-5-4-64-used-for-sale-dhaka-37@630c9785-a3bb-4c5b-b746-e53c55f2472e']","{'Condition:': 'Used', 'Brand:': 'OPPO', 'Model:': 'Find 5', 'Edition:': 'Oppo 4/64', 'Authenticity:': 'Original'}",,আর্জেন্ট সেল হবে,
Apple iPhone XS 4/64 (Used),"Posted on 18 Oct 8:20 pm, Mohammadpur, Dhaka","Tk 30,999","['apple-iphone-xs-4-64-used-for-sale-dhaka-111@b709971c-07a7-402d-a933-9c78d84cbf96', 'apple-iphone-xs-4-64-used-for-sale-dhaka-111@8df865b9-4dce-480f-a7ae-b327e6eec360', 'apple-iphone-xs-4-64-used-for-sale-dhaka-111@64f94114-519b-470a-922b-8433f9176c2b', 'apple-iphone-xs-4-64-used-for-sale-dhaka-111@15b81823-5ceb-4069-9618-7d227b5d080a', 'apple-iphone-xs-4-64-used-for-sale-dhaka-111@5fa706a7-a6f2-4204-9dec-6ef2944afc80']","{'Condition:': 'Used', 'Brand:': 'Apple', 'Model:': 'iPhone XS', 'Edition:': '4/64', 'Authenticity:': 'Original'}",,"iPhone Xs  4/64 (Black)
* ২ সিম সাপোর্ট করে (১ টি eSIM)
* পানিতে ডুবানো যায় (আমি পানির নিচে সেল্ফি তুলেছি) 
* কখনও খোলা হয় নি (সব অরিজিনাল পার্টস) 
* ফেস আইডি, ট্রু টোন সব ১০০% ওকে আছে। 
*  ফাটা বা ঘষার দাগ নেই। 
* iOS 16 আপডেটেড 
* সাথে চার্জার ক্যাবল দিব। আর ৩ টা সুন্দর ব্যাক কাভার। 
* সাথে ১ টা নতুন ওয়ারলেস চার্জার দিব।
* সিকিউরিটির জন্য nid এর কপি দিব। 
* ব্যাটারী হেলথ ৭৬% (অরিজিনাল ব্যাটারী, চেঞ্জ করা হয় নি) এখনও ভাল ব্যাকআপ দেয়।",
Samsung Metro B350E . (Used),"Posted on 18 Oct 8:20 pm, Mirpur, Dhaka","Tk 2,400","['samsung-metro-b350e-used-for-sale-dhaka-751@fb9c4738-f03a-43e7-ba02-c33a76a5c1ec', 'samsung-metro-b350e-used-for-sale-dhaka-751@686afba3-9f9a-4056-8afd-a0fd53d504f2', 'samsung-metro-b350e-used-for-sale-dhaka-751@929c3915-3974-46e9-b7f6-874ee500f8a7']","{'Condition:': 'Used', 'Brand:': 'Samsung', 'Model:': 'Metro B350E', 'Edition:': '.', 'Authenticity:': 'Original'}",,price almost fixed  নিতে চাইলে কল করুন,
Realme GR Master Edition 2021 (Used),"Posted on 18 Oct 8:20 pm, Chawkbazar, Chattogram","Tk 24,500","['realme-gr-master-edition-2021-used-for-sale-chattogram@25afac8a-cc8d-4d0a-a85b-1b7e6d1fee26', 'realme-gr-master-edition-2021-used-for-sale-chattogram@0444f04d-44ff-44ce-baa4-02438c8399d4', 'realme-gr-master-edition-2021-used-for-sale-chattogram@450d9f0d-b952-4223-94f0-2704c5ef8412', 'realme-gr-master-edition-2021-used-for-sale-chattogram@e1fb3632-ec3e-4c33-a816-5348ab169a9b']","{'Condition:': 'Used', 'Brand:': 'Realme', 'Model:': 'GR Master Edition', 'Edition:': '2021', 'Authenticity:': 'Original'}",,"Urgent sell 
Full fresh  original crgr 
Location bohoddarhat 
Price fixed fixed fixed",
OPPO A54 . (Used),"Posted on 18 Oct 8:20 pm, Demra, Dhaka","Tk 15,000","['oppo-a54-used-for-sale-dhaka-313@350db2a0-f9dd-47dd-9f38-874b2def6ee4', 'oppo-a54-used-for-sale-dhaka-313@ff02ffed-f2f3-4c0e-9481-13ccfc2630f3', 'oppo-a54-used-for-sale-dhaka-313@f9678dcf-2859-41f1-a6f8-8e91686ac6ec']","{'Condition:': 'Used', 'Brand:': 'OPPO', 'Model:': 'A54', 'Edition:': '.', 'Authenticity:': 'Original'}",,fresh new condition akti phone Bahir Thake ana Saudi arob Thake ana hoyaca tk dorker tai sell hoba box nai real buyer knock me,
Realme 6 . (Used),"Posted on 18 Oct 8:20 pm, Chandgaon, Chattogram","Tk 16,000","['realme-6-used-for-sale-chattogram-210@c3eabe11-b9fd-4d69-9827-d2f6b457553e', 'realme-6-used-for-sale-chattogram-210@7dc265e8-7301-44bf-8d96-af049ddab6eb', 'realme-6-used-for-sale-chattogram-210@0f95d09d-0043-49ad-ac93-930c673a5b58', 'realme-6-used-for-sale-chattogram-210@b20495d5-2676-4a13-8b90-2bca3bb71d7c', 'realme-6-used-for-sale-chattogram-210@d1c3c741-c895-45d5-95b6-3bab3f4efa5d']","{'Condition:': 'Used', 'Brand:': 'Realme', 'Model:': '6', 'Edition:': '.', 'Authenticity:': 'Original'}",,"Set full fresh kono somossah nai....
Must location a asteh hobe.
Kaptai Rastar Matah",
Samsung Galaxy M31 (Used),"Posted on 18 Oct 8:20 pm, Satkania, Chattogram","Tk 6,500","['samsung-galaxy-m31-used-for-sale-chattogram-93@4696d4f1-8f34-4d91-ad4f-44866060d50d', 'samsung-galaxy-m31-used-for-sale-chattogram-93@c437f6ec-6e63-4a85-81cf-af2e14f6be5d', 'samsung-galaxy-m31-used-for-sale-chattogram-93@f29cec56-cc34-44ec-ac0e-96ef405bc373', 'samsung-galaxy-m31-used-for-sale-chattogram-93@72b2c8f7-21c0-410c-b0ab-a0a8fbd73668', 'samsung-galaxy-m31-used-for-sale-chattogram-93@0106dcb6-0760-4898-9431-78b41e15b08d']","{'Condition:': 'Used', 'Brand:': 'Samsung', 'Model:': 'Galaxy M31', 'Authenticity:': 'Original'}",,আমি আরেক টা মোবাইল কিনবো তাই এই মোবাইলটা বিক্রি করে দিচ্ছি আলহামদুলিল্লাহ মোবাইলটা খুব ভালো কেউ নিলে নিতে আরেক টা কথা ডান সাইডের বাটনের পাশে একটু গ্লাস  ফাটা আছে মোবাইলে আর কোনো সমস্যা নেই যত খুশি দেখে নিতে পারেন।।,
Huawei Honor 8x (Used),"Posted on 18 Oct 8:19 pm, Shahi Eidgah, Sylhet","Tk 11,500","['huawei-honor-8x-used-for-sale-sylhet-37@4d51d707-4a59-4354-9871-4d27e9e598b0', 'huawei-honor-8x-used-for-sale-sylhet-37@91606119-84cf-4170-a953-0a1563f9390d']","{'Condition:': 'Used', 'Brand:': 'Huawei', 'Model:': 'Honor', 'Edition:': '8x', 'Authenticity:': 'Original'}",,"রেম ৪ জিবি এবং রম হচ্ছে ৬৪ জিবি, অরিজিনাল চার্জার আছে সাথে অরজিনাল কেবল এবং বক্স আছে মেমো আছে। ভালো মোবাইলের সাথে এক্সচেঞ্জ করতে আগ্রহী। মডেল huawei honor 8x , খুব ভালো মোবাইল,  20+2 mp camera, 16mp selfie camera",
Symphony I99 2/16 fresh (Used),"Posted on 18 Oct 8:19 pm, Gollamari, Khulna","Tk 3,500","['symphony-i99-2-16-fresh-used-for-sale-khulna@4f7c0387-4abf-49a3-90ea-d04ef116a3a0', 'symphony-i99-2-16-fresh-used-for-sale-khulna@ea931bd4-5603-4b1f-a1bb-3386159f84a1', 'symphony-i99-2-16-fresh-used-for-sale-khulna@e2ca2c87-b7b0-40fe-92b3-d0e453507e99']","{'Condition:': 'Used', 'Brand:': 'Symphony', 'Model:': 'I99', 'Edition:': '2/16 fresh', 'Authenticity:': 'Original'}",,"phone ta khub vlo kono somossa nai.
box nai shudu phone r chargar dibo.
charg khub valo thake.security deya jabe",
Huawei Mate 10 (Used),"Posted on 18 Oct 8:24 pm, Mirpur, Dhaka","Tk 12,500","['huawei-mate-10-used-for-sale-dhaka-10@319ee7c2-545b-4a2e-9844-399effcce710', 'huawei-mate-10-used-for-sale-dhaka-10@8bfea528-f207-4785-8500-21256b35f9e3', 'huawei-mate-10-used-for-sale-dhaka-10@6313381e-092c-44fa-bcdb-260a8aa15a27', 'huawei-mate-10-used-for-sale-dhaka-10@0dac85d0-01d0-4c4b-ac51-bb2a5b868b0a']","{'Condition:': 'Used', 'Brand:': 'Huawei', 'Model:': 'Mate 10', 'Authenticity:': 'Original'}",,"Huawei mate 10
      Ram : 4gb
Storage : 64gb ",
Samsung Galaxy A3 2016 (Used),"Posted on 18 Oct 8:19 pm, Savar, Dhaka","Tk 4,200","['samsung-galaxy-a3-2016-used-for-sale-dhaka-389@b1b1624b-84ad-4bd3-9d09-ea3fc7d3b9cc', 'samsung-galaxy-a3-2016-used-for-sale-dhaka-389@e9ab8d43-9191-4e4b-a4f9-d87cd1bdf4e9', 'samsung-galaxy-a3-2016-used-for-sale-dhaka-389@4b5c28d1-1721-45f4-9046-8cf7a25c898c']","{'Condition:': 'Used', 'Brand:': 'Samsung', 'Model:': 'Galaxy A3', 'Edition:': '2016', 'Authenticity:': 'Original'}",,"onnek vlo akta phone..kuno problem nai 
camera onek joss..2gb ram 16gb rom
charge vloi thake..sathe akta fast charger dewa hobe..
super amoled display..
kew nite chaile sms korun..
price akdom fixed..
kew dama dami korben na",
Vivo Y20 4/64 (Used),"Posted on 18 Oct 8:19 pm, Lalmonirhat, Rangpur Division","Tk 11,400","['vivo-y20-4-64-used-for-sale-rangpur-division-123@7e562f3b-59c2-4913-a4e7-6dd082c1a00c', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@a4358dac-4fe1-4810-9f90-35afcde8d21c', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@30f1c687-7f6c-4c68-82d7-a98abd8b06d3', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@c43210e2-3640-4aba-8323-e90774a814fa', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@ac25c061-7818-44a8-b6c1-1500f8c7a2fd']","{'Condition:': 'Used', 'Brand:': 'Vivo', 'Model:': 'Y20', 'Edition:': '4/64', 'Authenticity:': 'Original'}",,"full box ful fress 
 takar dorkar tai sell dicci",
Apple iPhone 5S 32GB parts,"Posted on 18 Oct 8:18 pm, Gulshan, Dhaka","Tk 3,500","['apple-iphone-5s-32gb-used-for-sale-dhaka-1433@4d696be2-5287-4709-be18-6c6529650d73', 'apple-iphone-5s-32gb-used-for-sale-dhaka-1433@96d34cbb-91dd-4236-9130-1faca09f7e6e', 'apple-iphone-5s-32gb-used-for-sale-dhaka-1433@bdec981e-2c8d-43d9-bb5b-13660e8fd0a7', 'apple-iphone-5s-32gb-used-for-sale-dhaka-1433@d67fd56c-6566-4a93-8201-4170f6a7f5cb']",{'Condition:': 'Used'},,"একটি iPhone 5S 32GB Version বিক্রি করা হবে। এটা আমার রানিং ইউস করার ফোন ছিলো। একটা আপডেট এর পর এমন হয়ে গেছে। এটা ছবিতে মার্ক করে দেয়া আছে। অন্য আরেকটা ফোন আছে বিধায় আর ঠিক করিনি। কারও যদি পার্টসের জন্য প্রয়োজন হয় বা কারো কাছে মাদারবোর্ড থাকলে নিতে পারেন। ফোনের সব কিছুই ভালো। চার্জ ব্যাকআপ ও ভালো ছিলো। 
(যদি পোস্ট ভালো না লাগে ইগনোর করতে পারেন)",
Xiaomi Redmi Note 8 . (Used),"Posted on 18 Oct 8:18 pm, Jatrabari, Dhaka","Tk 7,500","['xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@da0d78fc-752e-40f6-95ad-4c43d7a4665d', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@36941d45-ca3f-49f0-a5a3-77cc0e1cb22d', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@33fe8317-9561-433b-a4de-b6e7a1e85404', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@5234c87d-7b6b-44fb-a6b0-4023780be59b', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@19b427a9-bce9-44a0-81be-e4e810e42e7b']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi Note 8', 'Edition:': '.', 'Authenticity:': 'Original'}",,redmi note 8 taka lagbe tai emergency sell korbo..ektu pblm ase but chole..,
Nokia 106 good (Used),"Posted on 18 Oct 8:18 pm, Barguna, Barishal Division","Tk 1,350",['nokia-106-good-used-for-sale-barishal-division-1@0685dcb3-0f13-4b70-a0b6-5152018c11a0'],"{'Condition:': 'Used', 'Brand:': 'Nokia', 'Model:': '106', 'Edition:': 'good', 'Authenticity:': 'Original'}",,vao phone ,
Infinix Hot 11 Play (Used),"Posted on 18 Oct 8:18 pm, Nobogram Road, Barishal","Tk 11,500","['infinix-hot-11-play-used-for-sale-barishal-26@4f2a1872-5334-4957-85f6-f541ce0677b3', 'infinix-hot-11-play-used-for-sale-barishal-26@61a6f37b-76d2-42d9-92d7-b8be8cb4de3c', 'infinix-hot-11-play-used-for-sale-barishal-26@be04a4c3-f386-48d4-9d2a-430418eb6fa3']","{'Condition:': 'Used', 'Brand:': 'Infinix', 'Model:': 'Hot 11 Play', 'Authenticity:': 'Original'}",,"মোবাইলটা বিক্রি  করবো  কেউ  কিনতে চাইলে যোগাযোগ করেন।।
মোবাইলে কোনো সমস্যা নেই।।
চার্জার বক্স সব আছে।।",
Vivo X70 Pro 5g 12/256 Bdofficial (Used),"Posted on 08 Oct 7:00 pm, Faridpur, Dhaka Division","Tk 48,500","['vivo-x70-pro-5g-12-256-bdofficial-used-for-sale-dhaka-division-1@6496febd-f7bb-447a-b89e-cf1235acd264', 'vivo-x70-pro-5g-12-256-bdofficial-used-for-sale-dhaka-division-1@95d57b80-ec2f-4ce6-9745-44854ff04440', 'vivo-x70-pro-5g-12-256-bdofficial-used-for-sale-dhaka-division-1@591b3703-5c6c-47b6-8d18-2e8e97659b9e', 'vivo-x70-pro-5g-12-256-bdofficial-used-for-sale-dhaka-division-1@3784e0bf-9092-4f91-a573-193d67a3548c', 'vivo-x70-pro-5g-12-256-bdofficial-used-for-sale-dhaka-division-1@9ef4cdda-80a9-414c-ad4f-777a69e6e25e']","{'Condition:': 'Used', 'Brand:': 'Vivo', 'Model:': 'X70 Pro', 'Edition:': '5g 12/256 Bdofficial', 'Authenticity:': 'Original'}",,"ফোনটা অনেক ভালো বিন্দুমাত্র কোন সমস্যা নেই।
 এখনো বাংলাদেশ অফিসিয়াল ওয়ারেন্টি আছে।
 বক্স চার্জার ফোন সহ পাইবেন। 
অসাধারণ একটা ফোন সেরা ক্যামেরা শোরুম প্রাইস ৭৩ হাজার টাকা।
 নিতে হইলে আমার লোকেশনে আসতে হবে।
কেহ কোন প্রবলেম পাইলে আসা-যাওয়ার ভাড়া আমার।
নামাজের সময় ফোন না করার জন্য অনুরোধ করছি।
ফরিদপুর বোয়ালমারী।",
Apple 14 Pro Max 256gb (Used),"Posted on 17 Oct 5:04 pm, Mohammadpur, Dhaka","Tk 166,500","['apple-14-pro-max-256gb-used-for-sale-dhaka-2@72804099-7f98-41cd-9427-4e79aca6379a', 'apple-14-pro-max-256gb-used-for-sale-dhaka-2@3dea52f5-f548-4618-a6a2-e4d7323ecc27', 'apple-14-pro-max-256gb-used-for-sale-dhaka-2@9ad68ec0-f23e-4b2c-bdf3-ab73ca0d3dee']","{'Condition:': 'Used', 'Brand:': 'Apple', 'Model:': 'Other model', 'Edition:': '14 Pro Max 256gb', 'Authenticity:': 'Original'}",,"⭕️ Apple iPhone 14 Pro Max #Pre_Owned 
📍Deep Purple Color _256GB 📍
🔰Buy, Sell & Exchange♻️
- Official Factory Unlocked
- 6GB Ram & 256GB Rom 
- 14 Time charge only .. 
▪️Only 14 Days Used / Like New. 
▪️With Original Accessories & Box /Cash mamo . 
♦️Original Picture Uploaded♦️
Price:
💰166,500Tk Only 
(Singapore _With Physical Sim) 
🔥100% Original & Non Refurbished Product🔥
✅ 5 Days Replacement & 12month Service Warranty. 
✳️ ক্রেডিট কার্ড দিয়ে দেশের শীর্ষস্থানীয়  20 টি ব্যাংকের মাধ্যমে  কিস্তির (EMI) সুবিধা নেওয়া যাবে ( 3-36 মাস ) পর্যন্ত |  **শর্ত সাপেক্ষ**
 💳We Accept Card Payment (, Amex, MasterCard & Bkash etc) 
🚚Product Delivery Facility Outside of Dhaka is also Available (Call us)
 🛒
Phonefinity
Shop No: 533,534.
Level: 5,
Shymoli Square Shopping Mall,
(Shymoli Cinema Hall Building)
Shymoli, Dhaka-1207, 
 ⚠️Weekly Holiday: Thursday
For More of our collections please visit our official fb page🔎Phonefinity.bd",
